ds,y
2013-02-27,39
2013-02-28,39
2013-03-01,41
2013-03-02,41
2013-03-03,41
2013-03-04,41
2013-03-05,41
2013-03-06,41
2013-03-07,41
2013-03-08,41
2013-03-09,41
2013-03-10,41
2013-03-11,41
2013-03-12,41
2013-03-13,41
2013-03-14,41
2013-03-15,41
2013-03-16,41
2013-03-17,41
2013-03-18,41
2013-03-19,41
2013-03-20,41
2013-03-21,41
2013-03-22,41
2013-03-23,41
2013-03-24,41
2013-03-25,41
2013-03-26,41
2013-03-27,41
2013-03-28,41
2013-03-29,41
2013-03-30,41
2013-03-31,41
2013-04-01,35
2013-04-02,35
2013-04-03,35
2013-04-04,35
2013-04-05,35
2013-04-06,35
2013-04-07,35
2013-04-08,35
2013-04-09,35
2013-04-10,35
2013-04-11,35
2013-04-12,35
2013-04-13,35
2013-04-14,35
2013-04-15,35
2013-04-16,35
2013-04-17,35
2013-04-18,35
2013-04-19,35
2013-04-20,35
2013-04-21,35
2013-04-22,35
2013-04-23,35
2013-04-24,35
2013-04-25,35
2013-04-26,35
2013-04-27,35
2013-04-28,35
2013-04-29,35
2013-04-30,35
2013-05-01,46
2013-05-02,46
2013-05-03,46
2013-05-04,46
2013-05-05,46
2013-05-06,46
2013-05-07,46
2013-05-08,46
2013-05-09,46
2013-05-10,46
2013-05-11,46
2013-05-12,46
2013-05-13,46
2013-05-14,46
2013-05-15,46
2013-05-16,46
2013-05-17,46
2013-05-18,46
2013-05-19,46
2013-05-20,46
2013-05-21,46
2013-05-22,46
2013-05-23,46
2013-05-24,46
2013-05-25,46
2013-05-26,46
2013-05-27,46
2013-05-28,46
2013-05-29,46
2013-05-30,46
2013-05-31,46
2013-06-01,33
2013-06-02,33
2013-06-03,33
2013-06-04,33
2013-06-05,33
2013-06-06,33
2013-06-07,33
2013-06-08,33
2013-06-09,33
2013-06-10,33
2013-06-11,33
2013-06-12,33
2013-06-13,33
2013-06-14,33
2013-06-15,33
2013-06-16,33
2013-06-17,33
2013-06-18,33
2013-06-19,33
2013-06-20,33
2013-06-21,33
2013-06-22,33
2013-06-23,33
2013-06-24,33
2013-06-25,33
2013-06-26,33
2013-06-27,33
2013-06-28,33
2013-06-29,33
2013-06-30,33
2013-07-01,41
2013-07-02,41
2013-07-03,41
2013-07-04,41
2013-07-05,41
2013-07-06,41
2013-07-07,41
2013-07-08,41
2013-07-09,41
2013-07-10,41
2013-07-11,41
2013-07-12,41
2013-07-13,41
2013-07-14,41
2013-07-15,41
2013-07-16,41
2013-07-17,41
2013-07-18,41
2013-07-19,41
2013-07-20,41
2013-07-21,41
2013-07-22,41
2013-07-23,41
2013-07-24,41
2013-07-25,41
2013-07-26,41
2013-07-27,41
2013-07-28,41
2013-07-29,41
2013-07-30,41
2013-07-31,41
2013-08-01,34
2013-08-02,34
2013-08-03,34
2013-08-04,34
2013-08-05,34
2013-08-06,34
2013-08-07,34
2013-08-08,34
2013-08-09,34
2013-08-10,34
2013-08-11,34
2013-08-12,34
2013-08-13,34
2013-08-14,34
2013-08-15,34
2013-08-16,34
2013-08-17,34
2013-08-18,34
2013-08-19,34
2013-08-20,34
2013-08-21,34
2013-08-22,34
2013-08-23,34
2013-08-24,34
2013-08-25,34
2013-08-26,34
2013-08-27,34
2013-08-28,34
2013-08-29,34
2013-08-30,34
2013-08-31,34
2013-09-01,37
2013-09-02,37
2013-09-03,37
2013-09-04,37
2013-09-05,37
2013-09-06,37
2013-09-07,37
2013-09-08,37
2013-09-09,37
2013-09-10,37
2013-09-11,37
2013-09-12,37
2013-09-13,37
2013-09-14,37
2013-09-15,37
2013-09-16,37
2013-09-17,37
2013-09-18,37
2013-09-19,37
2013-09-20,37
2013-09-21,37
2013-09-22,37
2013-09-23,37
2013-09-24,37
2013-09-25,37
2013-09-26,37
2013-09-27,37
2013-09-28,37
2013-09-29,37
2013-09-30,37
2013-10-01,42
2013-10-02,42
2013-10-03,42
2013-10-04,42
2013-10-05,42
2013-10-06,42
2013-10-07,42
2013-10-08,42
2013-10-09,42
2013-10-10,42
2013-10-11,42
2013-10-12,42
2013-10-13,42
2013-10-14,42
2013-10-15,42
2013-10-16,42
2013-10-17,42
2013-10-18,42
2013-10-19,42
2013-10-20,42
2013-10-21,42
2013-10-22,42
2013-10-23,42
2013-10-24,42
2013-10-25,42
2013-10-26,42
2013-10-27,42
2013-10-28,42
2013-10-29,42
2013-10-30,42
2013-10-31,42
2013-11-01,42
2013-11-02,42
2013-11-03,42
2013-11-04,42
2013-11-05,42
2013-11-06,42
2013-11-07,42
2013-11-08,42
2013-11-09,42
2013-11-10,42
2013-11-11,42
2013-11-12,42
2013-11-13,42
2013-11-14,42
2013-11-15,42
2013-11-16,42
2013-11-17,42
2013-11-18,42
2013-11-19,42
2013-11-20,42
2013-11-21,42
2013-11-22,42
2013-11-23,42
2013-11-24,42
2013-11-25,42
2013-11-26,42
2013-11-27,42
2013-11-28,42
2013-11-29,42
2013-11-30,42
2013-12-01,46
2013-12-02,46
2013-12-03,46
2013-12-04,46
2013-12-05,46
2013-12-06,46
2013-12-07,46
2013-12-08,46
2013-12-09,46
2013-12-10,46
2013-12-11,46
2013-12-12,46
2013-12-13,46
2013-12-14,46
2013-12-15,46
2013-12-16,46
2013-12-17,46
2013-12-18,46
2013-12-19,46
2013-12-20,46
2013-12-21,46
2013-12-22,46
2013-12-23,46
2013-12-24,46
2013-12-25,46
2013-12-26,46
2013-12-27,46
2013-12-28,46
2013-12-29,46
2013-12-30,46
2013-12-31,46
2014-01-01,49
2014-01-02,49
2014-01-03,49
2014-01-04,49
2014-01-05,49
2014-01-06,49
2014-01-07,49
2014-01-08,49
2014-01-09,49
2014-01-10,49
2014-01-11,49
2014-01-12,49
2014-01-13,49
2014-01-14,49
2014-01-15,49
2014-01-16,49
2014-01-17,49
2014-01-18,49
2014-01-19,49
2014-01-20,49
2014-01-21,49
2014-01-22,49
2014-01-23,49
2014-01-24,49
2014-01-25,49
2014-01-26,49
2014-01-27,49
2014-01-28,49
2014-01-29,49
2014-01-30,49
2014-01-31,49
2014-02-01,45
2014-02-02,45
2014-02-03,45
2014-02-04,45
2014-02-05,45
2014-02-06,45
2014-02-07,45
2014-02-08,45
2014-02-09,45
2014-02-10,45
2014-02-11,45
2014-02-12,45
2014-02-13,45
2014-02-14,45
2014-02-15,45
2014-02-16,45
2014-02-17,45
2014-02-18,45
2014-02-19,45
2014-02-20,45
2014-02-21,45
2014-02-22,45
2014-02-23,45
2014-02-24,45
2014-02-25,45
2014-02-26,45
2014-02-27,45
2014-02-28,45
2014-03-01,34
2014-03-02,34
2014-03-03,34
2014-03-04,34
2014-03-05,34
2014-03-06,34
2014-03-07,34
2014-03-08,34
2014-03-09,34
2014-03-10,34
2014-03-11,34
2014-03-12,34
2014-03-13,34
2014-03-14,34
2014-03-15,34
2014-03-16,34
2014-03-17,34
2014-03-18,34
2014-03-19,34
2014-03-20,34
2014-03-21,34
2014-03-22,34
2014-03-23,34
2014-03-24,34
2014-03-25,34
2014-03-26,34
2014-03-27,34
2014-03-28,34
2014-03-29,34
2014-03-30,34
2014-03-31,34
2014-04-01,48
2014-04-02,48
2014-04-03,48
2014-04-04,48
2014-04-05,48
2014-04-06,48
2014-04-07,48
2014-04-08,48
2014-04-09,48
2014-04-10,48
2014-04-11,48
2014-04-12,48
2014-04-13,48
2014-04-14,48
2014-04-15,48
2014-04-16,48
2014-04-17,48
2014-04-18,48
2014-04-19,48
2014-04-20,48
2014-04-21,48
2014-04-22,48
2014-04-23,48
2014-04-24,48
2014-04-25,48
2014-04-26,48
2014-04-27,48
2014-04-28,48
2014-04-29,48
2014-04-30,48
2014-05-01,33
2014-05-02,33
2014-05-03,33
2014-05-04,33
2014-05-05,33
2014-05-06,33
2014-05-07,33
2014-05-08,33
2014-05-09,33
2014-05-10,33
2014-05-11,33
2014-05-12,33
2014-05-13,33
2014-05-14,33
2014-05-15,33
2014-05-16,33
2014-05-17,33
2014-05-18,33
2014-05-19,33
2014-05-20,33
2014-05-21,33
2014-05-22,33
2014-05-23,33
2014-05-24,33
2014-05-25,33
2014-05-26,33
2014-05-27,33
2014-05-28,33
2014-05-29,33
2014-05-30,33
2014-05-31,33
2014-06-01,39
2014-06-02,39
2014-06-03,39
2014-06-04,39
2014-06-05,39
2014-06-06,39
2014-06-07,39
2014-06-08,39
2014-06-09,39
2014-06-10,39
2014-06-11,39
2014-06-12,39
2014-06-13,39
2014-06-14,39
2014-06-15,39
2014-06-16,39
2014-06-17,39
2014-06-18,39
2014-06-19,39
2014-06-20,39
2014-06-21,39
2014-06-22,39
2014-06-23,39
2014-06-24,39
2014-06-25,39
2014-06-26,39
2014-06-27,39
2014-06-28,39
2014-06-29,39
2014-06-30,39
2014-07-01,27
2014-07-02,27
2014-07-03,27
2014-07-04,27
2014-07-05,27
2014-07-06,27
2014-07-07,27
2014-07-08,27
2014-07-09,27
2014-07-10,27
2014-07-11,27
2014-07-12,27
2014-07-13,27
2014-07-14,27
2014-07-15,27
2014-07-16,27
2014-07-17,27
2014-07-18,27
2014-07-19,27
2014-07-20,27
2014-07-21,27
2014-07-22,27
2014-07-23,27
2014-07-24,27
2014-07-25,27
2014-07-26,27
2014-07-27,27
2014-07-28,27
2014-07-29,27
2014-07-30,27
2014-07-31,27
2014-08-01,42
2014-08-02,42
2014-08-03,42
2014-08-04,42
2014-08-05,42
2014-08-06,42
2014-08-07,42
2014-08-08,42
2014-08-09,42
2014-08-10,42
2014-08-11,42
2014-08-12,42
2014-08-13,42
2014-08-14,42
2014-08-15,42
2014-08-16,42
2014-08-17,42
2014-08-18,42
2014-08-19,42
2014-08-20,42
2014-08-21,42
2014-08-22,42
2014-08-23,42
2014-08-24,42
2014-08-25,42
2014-08-26,42
2014-08-27,42
2014-08-28,42
2014-08-29,42
2014-08-30,42
2014-08-31,42
2014-09-01,31
2014-09-02,31
2014-09-03,31
2014-09-04,31
2014-09-05,31
2014-09-06,31
2014-09-07,31
2014-09-08,31
2014-09-09,31
2014-09-10,31
2014-09-11,31
2014-09-12,31
2014-09-13,31
2014-09-14,31
2014-09-15,31
2014-09-16,31
2014-09-17,31
2014-09-18,31
2014-09-19,31
2014-09-20,31
2014-09-21,31
2014-09-22,31
2014-09-23,31
2014-09-24,31
2014-09-25,31
2014-09-26,31
2014-09-27,31
2014-09-28,31
2014-09-29,31
2014-09-30,31
2014-10-01,42
2014-10-02,42
2014-10-03,42
2014-10-04,42
2014-10-05,42
2014-10-06,42
2014-10-07,42
2014-10-08,42
2014-10-09,42
2014-10-10,42
2014-10-11,42
2014-10-12,42
2014-10-13,42
2014-10-14,42
2014-10-15,42
2014-10-16,42
2014-10-17,42
2014-10-18,42
2014-10-19,42
2014-10-20,42
2014-10-21,42
2014-10-22,42
2014-10-23,42
2014-10-24,42
2014-10-25,42
2014-10-26,42
2014-10-27,42
2014-10-28,42
2014-10-29,42
2014-10-30,42
2014-10-31,42
2014-11-01,39
2014-11-02,39
2014-11-03,39
2014-11-04,39
2014-11-05,39
2014-11-06,39
2014-11-07,39
2014-11-08,39
2014-11-09,39
2014-11-10,39
2014-11-11,39
2014-11-12,39
2014-11-13,39
2014-11-14,39
2014-11-15,39
2014-11-16,39
2014-11-17,39
2014-11-18,39
2014-11-19,39
2014-11-20,39
2014-11-21,39
2014-11-22,39
2014-11-23,39
2014-11-24,39
2014-11-25,39
2014-11-26,39
2014-11-27,39
2014-11-28,39
2014-11-29,39
2014-11-30,39
2014-12-01,39
2014-12-02,39
2014-12-03,39
2014-12-04,39
2014-12-05,39
2014-12-06,39
2014-12-07,39
2014-12-08,39
2014-12-09,39
2014-12-10,39
2014-12-11,39
2014-12-12,39
2014-12-13,39
2014-12-14,39
2014-12-15,39
2014-12-16,39
2014-12-17,39
2014-12-18,39
2014-12-19,39
2014-12-20,39
2014-12-21,39
2014-12-22,39
2014-12-23,39
2014-12-24,39
2014-12-25,39
2014-12-26,39
2014-12-27,39
2014-12-28,39
2014-12-29,39
2014-12-30,39
2014-12-31,39
2015-01-01,38
2015-01-02,38
2015-01-03,38
2015-01-04,38
2015-01-05,38
2015-01-06,38
2015-01-07,38
2015-01-08,38
2015-01-09,38
2015-01-10,38
2015-01-11,38
2015-01-12,38
2015-01-13,38
2015-01-14,38
2015-01-15,38
2015-01-16,38
2015-01-17,38
2015-01-18,38
2015-01-19,38
2015-01-20,38
2015-01-21,38
2015-01-22,38
2015-01-23,38
2015-01-24,38
2015-01-25,38
2015-01-26,38
2015-01-27,38
2015-01-28,38
2015-01-29,38
2015-01-30,38
2015-01-31,38
2015-02-01,39
2015-02-02,39
2015-02-03,39
2015-02-04,39
2015-02-05,39
2015-02-06,39
2015-02-07,39
2015-02-08,39
2015-02-09,39
2015-02-10,39
2015-02-11,39
2015-02-12,39
2015-02-13,39
2015-02-14,39
2015-02-15,39
2015-02-16,39
2015-02-17,39
2015-02-18,39
2015-02-19,39
2015-02-20,39
2015-02-21,39
2015-02-22,39
2015-02-23,39
2015-02-24,39
2015-02-25,39
2015-02-26,39
2015-02-27,39
2015-02-28,39
2015-03-01,53
2015-03-02,53
2015-03-03,53
2015-03-04,53
2015-03-05,53
2015-03-06,53
2015-03-07,53
2015-03-08,53
2015-03-09,53
2015-03-10,53
2015-03-11,53
2015-03-12,53
2015-03-13,53
2015-03-14,53
2015-03-15,53
2015-03-16,53
2015-03-17,53
2015-03-18,53
2015-03-19,53
2015-03-20,53
2015-03-21,53
2015-03-22,53
2015-03-23,53
2015-03-24,53
2015-03-25,53
2015-03-26,53
2015-03-27,53
2015-03-28,53
2015-03-29,53
2015-03-30,53
2015-03-31,53
2015-04-01,30
2015-04-02,30
2015-04-03,30
2015-04-04,30
2015-04-05,30
2015-04-06,30
2015-04-07,30
2015-04-08,30
2015-04-09,30
2015-04-10,30
2015-04-11,30
2015-04-12,30
2015-04-13,30
2015-04-14,30
2015-04-15,30
2015-04-16,30
2015-04-17,30
2015-04-18,30
2015-04-19,30
2015-04-20,30
2015-04-21,30
2015-04-22,30
2015-04-23,30
2015-04-24,30
2015-04-25,30
2015-04-26,30
2015-04-27,30
2015-04-28,30
2015-04-29,30
2015-04-30,30
2015-05-01,45
2015-05-02,45
2015-05-03,45
2015-05-04,45
2015-05-05,45
2015-05-06,45
2015-05-07,45
2015-05-08,45
2015-05-09,45
2015-05-10,45
2015-05-11,45
2015-05-12,45
2015-05-13,45
2015-05-14,45
2015-05-15,45
2015-05-16,45
2015-05-17,45
2015-05-18,45
2015-05-19,45
2015-05-20,45
2015-05-21,45
2015-05-22,45
2015-05-23,45
2015-05-24,45
2015-05-25,45
2015-05-26,45
2015-05-27,45
2015-05-28,45
2015-05-29,45
2015-05-30,45
2015-05-31,45
2015-06-01,36
2015-06-02,36
2015-06-03,36
2015-06-04,36
2015-06-05,36
2015-06-06,36
2015-06-07,36
2015-06-08,36
2015-06-09,36
2015-06-10,36
2015-06-11,36
2015-06-12,36
2015-06-13,36
2015-06-14,36
2015-06-15,36
2015-06-16,36
2015-06-17,36
2015-06-18,36
2015-06-19,36
2015-06-20,36
2015-06-21,36
2015-06-22,36
2015-06-23,36
2015-06-24,36
2015-06-25,36
2015-06-26,36
2015-06-27,36
2015-06-28,36
2015-06-29,36
2015-06-30,36
2015-07-01,32
2015-07-02,32
2015-07-03,32
2015-07-04,32
2015-07-05,32
2015-07-06,32
2015-07-07,32
2015-07-08,32
2015-07-09,32
2015-07-10,32
2015-07-11,32
2015-07-12,32
2015-07-13,32
2015-07-14,32
2015-07-15,32
2015-07-16,32
2015-07-17,32
2015-07-18,32
2015-07-19,32
2015-07-20,32
2015-07-21,32
2015-07-22,32
2015-07-23,32
2015-07-24,32
2015-07-25,32
2015-07-26,32
2015-07-27,32
2015-07-28,32
2015-07-29,32
2015-07-30,32
2015-07-31,32
2015-08-01,43
2015-08-02,43
2015-08-03,43
2015-08-04,43
2015-08-05,43
2015-08-06,43
2015-08-07,43
2015-08-08,43
2015-08-09,43
2015-08-10,43
2015-08-11,43
2015-08-12,43
2015-08-13,43
2015-08-14,43
2015-08-15,43
2015-08-16,43
2015-08-17,43
2015-08-18,43
2015-08-19,43
2015-08-20,43
2015-08-21,43
2015-08-22,43
2015-08-23,43
2015-08-24,43
2015-08-25,43
2015-08-26,43
2015-08-27,43
2015-08-28,43
2015-08-29,43
2015-08-30,43
2015-08-31,43
2015-09-01,42
2015-09-02,42
2015-09-03,42
2015-09-04,42
2015-09-05,42
2015-09-06,42
2015-09-07,42
2015-09-08,42
2015-09-09,42
2015-09-10,42
2015-09-11,42
2015-09-12,42
2015-09-13,42
2015-09-14,42
2015-09-15,42
2015-09-16,42
2015-09-17,42
2015-09-18,42
2015-09-19,42
2015-09-20,42
2015-09-21,42
2015-09-22,42
2015-09-23,42
2015-09-24,42
2015-09-25,42
2015-09-26,42
2015-09-27,42
2015-09-28,42
2015-09-29,42
2015-09-30,42
2015-10-01,45
2015-10-02,45
2015-10-03,45
2015-10-04,45
2015-10-05,45
2015-10-06,45
2015-10-07,45
2015-10-08,45
2015-10-09,45
2015-10-10,45
2015-10-11,45
2015-10-12,45
2015-10-13,45
2015-10-14,45
2015-10-15,45
2015-10-16,45
2015-10-17,45
2015-10-18,45
2015-10-19,45
2015-10-20,45
2015-10-21,45
2015-10-22,45
2015-10-23,45
2015-10-24,45
2015-10-25,45
2015-10-26,45
2015-10-27,45
2015-10-28,45
2015-10-29,45
2015-10-30,45
2015-10-31,45
2015-11-01,47
2015-11-02,47
2015-11-03,47
2015-11-04,47
2015-11-05,47
2015-11-06,47
2015-11-07,47
2015-11-08,47
2015-11-09,47
2015-11-10,47
2015-11-11,47
2015-11-12,47
2015-11-13,47
2015-11-14,47
2015-11-15,47
2015-11-16,47
2015-11-17,47
2015-11-18,47
2015-11-19,47
2015-11-20,47
2015-11-21,47
2015-11-22,47
2015-11-23,47
2015-11-24,47
2015-11-25,47
2015-11-26,47
2015-11-27,47
2015-11-28,47
2015-11-29,47
2015-11-30,47
2015-12-01,56
2015-12-02,56
2015-12-03,56
2015-12-04,56
2015-12-05,56
2015-12-06,56
2015-12-07,56
2015-12-08,56
2015-12-09,56
2015-12-10,56
2015-12-11,56
2015-12-12,56
2015-12-13,56
2015-12-14,56
2015-12-15,56
2015-12-16,56
2015-12-17,56
2015-12-18,56
2015-12-19,56
2015-12-20,56
2015-12-21,56
2015-12-22,56
2015-12-23,56
2015-12-24,56
2015-12-25,56
2015-12-26,56
2015-12-27,56
2015-12-28,56
2015-12-29,56
2015-12-30,56
2015-12-31,56
2016-01-01,34
2016-01-02,34
2016-01-03,34
2016-01-04,34
2016-01-05,34
2016-01-06,34
2016-01-07,34
2016-01-08,34
2016-01-09,34
2016-01-10,34
2016-01-11,34
2016-01-12,34
2016-01-13,34
2016-01-14,34
2016-01-15,34
2016-01-16,34
2016-01-17,34
2016-01-18,34
2016-01-19,34
2016-01-20,34
2016-01-21,34
2016-01-22,34
2016-01-23,34
2016-01-24,34
2016-01-25,34
2016-01-26,34
2016-01-27,34
2016-01-28,34
2016-01-29,34
2016-01-30,34
2016-01-31,34
2016-02-01,38
2016-02-02,38
2016-02-03,38
2016-02-04,38
2016-02-05,38
2016-02-06,38
2016-02-07,38
2016-02-08,38
2016-02-09,38
2016-02-10,38
2016-02-11,38
2016-02-12,38
2016-02-13,38
2016-02-14,38
2016-02-15,38
2016-02-16,38
2016-02-17,38
2016-02-18,38
2016-02-19,38
2016-02-20,38
2016-02-21,38
2016-02-22,38
2016-02-23,38
2016-02-24,38
2016-02-25,38
2016-02-26,38
2016-02-27,38
2016-02-28,38
2016-02-29,38
2016-03-01,54
2016-03-02,54
2016-03-03,54
2016-03-04,54
2016-03-05,54
2016-03-06,54
2016-03-07,54
2016-03-08,54
2016-03-09,54
2016-03-10,54
2016-03-11,54
2016-03-12,54
2016-03-13,54
2016-03-14,54
2016-03-15,54
2016-03-16,54
2016-03-17,54
2016-03-18,54
2016-03-19,54
2016-03-20,54
2016-03-21,54
2016-03-22,54
2016-03-23,54
2016-03-24,54
2016-03-25,54
2016-03-26,54
2016-03-27,54
2016-03-28,54
2016-03-29,54
2016-03-30,54
2016-03-31,54
2016-04-01,51
2016-04-02,51
2016-04-03,51
2016-04-04,51
2016-04-05,51
2016-04-06,51
2016-04-07,51
2016-04-08,51
2016-04-09,51
2016-04-10,51
2016-04-11,51
2016-04-12,51
2016-04-13,51
2016-04-14,51
2016-04-15,51
2016-04-16,51
2016-04-17,51
2016-04-18,51
2016-04-19,51
2016-04-20,51
2016-04-21,51
2016-04-22,51
2016-04-23,51
2016-04-24,51
2016-04-25,51
2016-04-26,51
2016-04-27,51
2016-04-28,51
2016-04-29,51
2016-04-30,51
2016-05-01,53
2016-05-02,53
2016-05-03,53
2016-05-04,53
2016-05-05,53
2016-05-06,53
2016-05-07,53
2016-05-08,53
2016-05-09,53
2016-05-10,53
2016-05-11,53
2016-05-12,53
2016-05-13,53
2016-05-14,53
2016-05-15,53
2016-05-16,53
2016-05-17,53
2016-05-18,53
2016-05-19,53
2016-05-20,53
2016-05-21,53
2016-05-22,53
2016-05-23,53
2016-05-24,53
2016-05-25,53
2016-05-26,53
2016-05-27,53
2016-05-28,53
2016-05-29,53
2016-05-30,53
2016-05-31,53
2016-06-01,53
2016-06-02,53
2016-06-03,53
2016-06-04,53
2016-06-05,53
2016-06-06,53
2016-06-07,53
2016-06-08,53
2016-06-09,53
2016-06-10,53
2016-06-11,53
2016-06-12,53
2016-06-13,53
2016-06-14,53
2016-06-15,53
2016-06-16,53
2016-06-17,53
2016-06-18,53
2016-06-19,53
2016-06-20,53
2016-06-21,53
2016-06-22,53
2016-06-23,53
2016-06-24,53
2016-06-25,53
2016-06-26,53
2016-06-27,53
2016-06-28,53
2016-06-29,53
2016-06-30,53
2016-07-01,38
2016-07-02,38
2016-07-03,38
2016-07-04,38
2016-07-05,38
2016-07-06,38
2016-07-07,38
2016-07-08,38
2016-07-09,38
2016-07-10,38
2016-07-11,38
2016-07-12,38
2016-07-13,38
2016-07-14,38
2016-07-15,38
2016-07-16,38
2016-07-17,38
2016-07-18,38
2016-07-19,38
2016-07-20,38
2016-07-21,38
2016-07-22,38
2016-07-23,38
2016-07-24,38
2016-07-25,38
2016-07-26,38
2016-07-27,38
2016-07-28,38
2016-07-29,38
2016-07-30,38
2016-07-31,38
2016-08-01,35
2016-08-02,35
2016-08-03,35
2016-08-04,35
2016-08-05,35
2016-08-06,35
2016-08-07,35
2016-08-08,35
2016-08-09,35
2016-08-10,35
2016-08-11,35
2016-08-12,35
2016-08-13,35
2016-08-14,35
2016-08-15,35
2016-08-16,35
2016-08-17,35
2016-08-18,35
2016-08-19,35
2016-08-20,35
2016-08-21,35
2016-08-22,35
2016-08-23,35
2016-08-24,35
2016-08-25,35
2016-08-26,35
2016-08-27,35
2016-08-28,35
2016-08-29,35
2016-08-30,35
2016-08-31,35
2016-09-01,38
2016-09-02,38
2016-09-03,38
2016-09-04,38
2016-09-05,38
2016-09-06,38
2016-09-07,38
2016-09-08,38
2016-09-09,38
2016-09-10,38
2016-09-11,38
2016-09-12,38
2016-09-13,38
2016-09-14,38
2016-09-15,38
2016-09-16,38
2016-09-17,38
2016-09-18,38
2016-09-19,38
2016-09-20,38
2016-09-21,38
2016-09-22,38
2016-09-23,38
2016-09-24,38
2016-09-25,38
2016-09-26,38
2016-09-27,38
2016-09-28,38
2016-09-29,38
2016-09-30,38
2016-10-01,40
