ds,y,,,
03/12/2012,28.1667,,,
04/12/2012,28.1667,,,
05/12/2012,28.1667,,,
06/12/2012,28.1667,,,
07/12/2012,28.1667,,,
08/12/2012,28.1667,,,
09/12/2012,28.1667,,,
10/12/2012,28.1667,,,
11/12/2012,28.1667,,,
12/12/2012,28.1667,,,
13/12/2012,28.1667,,,
14/12/2012,28.1667,,,
15/12/2012,28.1667,,,
16/12/2012,28.1667,,,
17/12/2012,28.1667,,,
18/12/2012,28.1667,,,
19/12/2012,28.1667,,,
20/12/2012,28.1667,,,
21/12/2012,28.1667,,,
22/12/2012,28.1667,,,
23/12/2012,28.1667,,,
24/12/2012,28.1667,,,
25/12/2012,28.1667,,,
26/12/2012,28.1667,,,
27/12/2012,28.1667,,,
28/12/2012,28.1667,,,
29/12/2012,28.1667,,,
30/12/2012,28.1667,,,
31/12/2012,28.1667,,,
01/01/2013,42.2,,,
02/01/2013,42.2,,,
03/01/2013,42.2,,,
04/01/2013,42.2,,,
05/01/2013,42.2,,,
06/01/2013,42.2,,,
07/01/2013,42.2,,,
08/01/2013,42.2,,,
09/01/2013,42.2,,,
10/01/2013,42.2,,,
11/01/2013,42.2,,,
12/01/2013,42.2,,,
13/01/2013,42.2,,,
14/01/2013,42.2,,,
15/01/2013,42.2,,,
16/01/2013,42.2,,,
17/01/2013,42.2,,,
18/01/2013,42.2,,,
19/01/2013,42.2,,,
20/01/2013,42.2,,,
21/01/2013,42.2,,,
22/01/2013,42.2,,,
23/01/2013,42.2,,,
24/01/2013,42.2,,,
25/01/2013,42.2,,,
26/01/2013,42.2,,,
27/01/2013,42.2,,,
28/01/2013,42.2,,,
29/01/2013,42.2,,,
30/01/2013,42.2,,,
31/01/2013,42.2,,,
01/02/2013,38.9667,,,
02/02/2013,38.9667,,,
03/02/2013,38.9667,,,
04/02/2013,38.9667,,,
05/02/2013,38.9667,,,
06/02/2013,38.9667,,,
07/02/2013,38.9667,,,
08/02/2013,38.9667,,,
09/02/2013,38.9667,,,
10/02/2013,38.9667,,,
11/02/2013,38.9667,,,
12/02/2013,38.9667,,,
13/02/2013,38.9667,,,
14/02/2013,38.9667,,,
15/02/2013,38.9667,,,
16/02/2013,38.9667,,,
17/02/2013,38.9667,,,
18/02/2013,38.9667,,,
19/02/2013,38.9667,,,
20/02/2013,38.9667,,,
21/02/2013,38.9667,,,
22/02/2013,38.9667,,,
23/02/2013,38.9667,,,
24/02/2013,38.9667,,,
25/02/2013,38.9667,,,
26/02/2013,38.9667,,,
27/02/2013,38.9667,,,
28/02/2013,38.9667,,,
01/03/2013,40.9333,,,
02/03/2013,40.9333,,,
03/03/2013,40.9333,,,
04/03/2013,40.9333,,,
05/03/2013,40.9333,,,
06/03/2013,40.9333,,,
07/03/2013,40.9333,,,
08/03/2013,40.9333,,,
09/03/2013,40.9333,,,
10/03/2013,40.9333,,,
11/03/2013,40.9333,,,
12/03/2013,40.9333,,,
13/03/2013,40.9333,,,
14/03/2013,40.9333,,,
15/03/2013,40.9333,,,
16/03/2013,40.9333,,,
17/03/2013,40.9333,,,
18/03/2013,40.9333,,,
19/03/2013,40.9333,,,
20/03/2013,40.9333,,,
21/03/2013,40.9333,,,
22/03/2013,40.9333,,,
23/03/2013,40.9333,,,
24/03/2013,40.9333,,,
25/03/2013,40.9333,,,
26/03/2013,40.9333,,,
27/03/2013,40.9333,,,
28/03/2013,40.9333,,,
29/03/2013,40.9333,,,
30/03/2013,40.9333,,,
31/03/2013,40.9333,,,
01/04/2013,35.2,,,
02/04/2013,35.2,,,
03/04/2013,35.2,,,
04/04/2013,35.2,,,
05/04/2013,35.2,,,
06/04/2013,35.2,,,
07/04/2013,35.2,,,
08/04/2013,35.2,,,
09/04/2013,35.2,,,
10/04/2013,35.2,,,
11/04/2013,35.2,,,
12/04/2013,35.2,,,
13/04/2013,35.2,,,
14/04/2013,35.2,,,
15/04/2013,35.2,,,
16/04/2013,35.2,,,
17/04/2013,35.2,,,
18/04/2013,35.2,,,
19/04/2013,35.2,,,
20/04/2013,35.2,,,
21/04/2013,35.2,,,
22/04/2013,35.2,,,
23/04/2013,35.2,,,
24/04/2013,35.2,,,
25/04/2013,35.2,,,
26/04/2013,35.2,,,
27/04/2013,35.2,,,
28/04/2013,35.2,,,
29/04/2013,35.2,,,
30/04/2013,35.2,,,
01/05/2013,46.4667,,,
02/05/2013,46.4667,,,
03/05/2013,46.4667,,,
04/05/2013,46.4667,,,
05/05/2013,46.4667,,,
06/05/2013,46.4667,,,
07/05/2013,46.4667,,,
08/05/2013,46.4667,,,
09/05/2013,46.4667,,,
10/05/2013,46.4667,,,
11/05/2013,46.4667,,,
12/05/2013,46.4667,,,
13/05/2013,46.4667,,,
14/05/2013,46.4667,,,
15/05/2013,46.4667,,,
16/05/2013,46.4667,,,
17/05/2013,46.4667,,,
18/05/2013,46.4667,,,
19/05/2013,46.4667,,,
20/05/2013,46.4667,,,
21/05/2013,46.4667,,,
22/05/2013,46.4667,,,
23/05/2013,46.4667,,,
24/05/2013,46.4667,,,
25/05/2013,46.4667,,,
26/05/2013,46.4667,,,
27/05/2013,46.4667,,,
28/05/2013,46.4667,,,
29/05/2013,46.4667,,,
30/05/2013,46.4667,,,
31/05/2013,46.4667,,,
01/06/2013,33.4,,,
02/06/2013,33.4,,,
03/06/2013,33.4,,,
04/06/2013,33.4,,,
05/06/2013,33.4,,,
06/06/2013,33.4,,,
07/06/2013,33.4,,,
08/06/2013,33.4,,,
09/06/2013,33.4,,,
10/06/2013,33.4,,,
11/06/2013,33.4,,,
12/06/2013,33.4,,,
13/06/2013,33.4,,,
14/06/2013,33.4,,,
15/06/2013,33.4,,,
16/06/2013,33.4,,,
17/06/2013,33.4,,,
18/06/2013,33.4,,,
19/06/2013,33.4,,,
20/06/2013,33.4,,,
21/06/2013,33.4,,,
22/06/2013,33.4,,,
23/06/2013,33.4,,,
24/06/2013,33.4,,,
25/06/2013,33.4,,,
26/06/2013,33.4,,,
27/06/2013,33.4,,,
28/06/2013,33.4,,,
29/06/2013,33.4,,,
30/06/2013,33.4,,,
01/07/2013,40.8333,,,
02/07/2013,40.8333,,,
03/07/2013,40.8333,,,
04/07/2013,40.8333,,,
05/07/2013,40.8333,,,
06/07/2013,40.8333,,,
07/07/2013,40.8333,,,
08/07/2013,40.8333,,,
09/07/2013,40.8333,,,
10/07/2013,40.8333,,,
11/07/2013,40.8333,,,
12/07/2013,40.8333,,,
13/07/2013,40.8333,,,
14/07/2013,40.8333,,,
15/07/2013,40.8333,,,
16/07/2013,40.8333,,,
17/07/2013,40.8333,,,
18/07/2013,40.8333,,,
19/07/2013,40.8333,,,
20/07/2013,40.8333,,,
21/07/2013,40.8333,,,
22/07/2013,40.8333,,,
23/07/2013,40.8333,,,
24/07/2013,40.8333,,,
25/07/2013,40.8333,,,
26/07/2013,40.8333,,,
27/07/2013,40.8333,,,
28/07/2013,40.8333,,,
29/07/2013,40.8333,,,
30/07/2013,40.8333,,,
31/07/2013,40.8333,,,
01/08/2013,33.9333,,,
02/08/2013,33.9333,,,
03/08/2013,33.9333,,,
04/08/2013,33.9333,,,
05/08/2013,33.9333,,,
06/08/2013,33.9333,,,
07/08/2013,33.9333,,,
08/08/2013,33.9333,,,
09/08/2013,33.9333,,,
10/08/2013,33.9333,,,
11/08/2013,33.9333,,,
12/08/2013,33.9333,,,
13/08/2013,33.9333,,,
14/08/2013,33.9333,,,
15/08/2013,33.9333,,,
16/08/2013,33.9333,,,
17/08/2013,33.9333,,,
18/08/2013,33.9333,,,
19/08/2013,33.9333,,,
20/08/2013,33.9333,,,
21/08/2013,33.9333,,,
22/08/2013,33.9333,,,
23/08/2013,33.9333,,,
24/08/2013,33.9333,,,
25/08/2013,33.9333,,,
26/08/2013,33.9333,,,
27/08/2013,33.9333,,,
28/08/2013,33.9333,,,
29/08/2013,33.9333,,,
30/08/2013,33.9333,,,
31/08/2013,33.9333,,,
01/09/2013,36.9333,,,
02/09/2013,36.9333,,,
03/09/2013,36.9333,,,
04/09/2013,36.9333,,,
05/09/2013,36.9333,,,
06/09/2013,36.9333,,,
07/09/2013,36.9333,,,
08/09/2013,36.9333,,,
09/09/2013,36.9333,,,
10/09/2013,36.9333,,,
11/09/2013,36.9333,,,
12/09/2013,36.9333,,,
13/09/2013,36.9333,,,
14/09/2013,36.9333,,,
15/09/2013,36.9333,,,
16/09/2013,36.9333,,,
17/09/2013,36.9333,,,
18/09/2013,36.9333,,,
19/09/2013,36.9333,,,
20/09/2013,36.9333,,,
21/09/2013,36.9333,,,
22/09/2013,36.9333,,,
23/09/2013,36.9333,,,
24/09/2013,36.9333,,,
25/09/2013,36.9333,,,
26/09/2013,36.9333,,,
27/09/2013,36.9333,,,
28/09/2013,36.9333,,,
29/09/2013,36.9333,,,
30/09/2013,36.9333,,,
01/10/2013,41.9333,,,
02/10/2013,41.9333,,,
03/10/2013,41.9333,,,
04/10/2013,41.9333,,,
05/10/2013,41.9333,,,
06/10/2013,41.9333,,,
07/10/2013,41.9333,,,
08/10/2013,41.9333,,,
09/10/2013,41.9333,,,
10/10/2013,41.9333,,,
11/10/2013,41.9333,,,
12/10/2013,41.9333,,,
13/10/2013,41.9333,,,
14/10/2013,41.9333,,,
15/10/2013,41.9333,,,
16/10/2013,41.9333,,,
17/10/2013,41.9333,,,
18/10/2013,41.9333,,,
19/10/2013,41.9333,,,
20/10/2013,41.9333,,,
21/10/2013,41.9333,,,
22/10/2013,41.9333,,,
23/10/2013,41.9333,,,
24/10/2013,41.9333,,,
25/10/2013,41.9333,,,
26/10/2013,41.9333,,,
27/10/2013,41.9333,,,
28/10/2013,41.9333,,,
29/10/2013,41.9333,,,
30/10/2013,41.9333,,,
31/10/2013,41.9333,,,
01/11/2013,42.0667,,,
02/11/2013,42.0667,,,
03/11/2013,42.0667,,,
04/11/2013,42.0667,,,
05/11/2013,42.0667,,,
06/11/2013,42.0667,,,
07/11/2013,42.0667,,,
08/11/2013,42.0667,,,
09/11/2013,42.0667,,,
10/11/2013,42.0667,,,
11/11/2013,42.0667,,,
12/11/2013,42.0667,,,
13/11/2013,42.0667,,,
14/11/2013,42.0667,,,
15/11/2013,42.0667,,,
16/11/2013,42.0667,,,
17/11/2013,42.0667,,,
18/11/2013,42.0667,,,
19/11/2013,42.0667,,,
20/11/2013,42.0667,,,
21/11/2013,42.0667,,,
22/11/2013,42.0667,,,
23/11/2013,42.0667,,,
24/11/2013,42.0667,,,
25/11/2013,42.0667,,,
26/11/2013,42.0667,,,
27/11/2013,42.0667,,,
28/11/2013,42.0667,,,
29/11/2013,42.0667,,,
30/11/2013,42.0667,,,
01/12/2013,46.1333,,,
02/12/2013,46.1333,,,
03/12/2013,46.1333,,,
04/12/2013,46.1333,,,
05/12/2013,46.1333,,,
06/12/2013,46.1333,,,
07/12/2013,46.1333,,,
08/12/2013,46.1333,,,
09/12/2013,46.1333,,,
10/12/2013,46.1333,,,
11/12/2013,46.1333,,,
12/12/2013,46.1333,,,
13/12/2013,46.1333,,,
14/12/2013,46.1333,,,
15/12/2013,46.1333,,,
16/12/2013,46.1333,,,
17/12/2013,46.1333,,,
18/12/2013,46.1333,,,
19/12/2013,46.1333,,,
20/12/2013,46.1333,,,
21/12/2013,46.1333,,,
22/12/2013,46.1333,,,
23/12/2013,46.1333,,,
24/12/2013,46.1333,,,
25/12/2013,46.1333,,,
26/12/2013,46.1333,,,
27/12/2013,46.1333,,,
28/12/2013,46.1333,,,
29/12/2013,46.1333,,,
30/12/2013,46.1333,,,
31/12/2013,46.1333,,,
01/01/2014,48.5333,,,
02/01/2014,48.5333,,,
03/01/2014,48.5333,,,
04/01/2014,48.5333,,,
05/01/2014,48.5333,,,
06/01/2014,48.5333,,,
07/01/2014,48.5333,,,
08/01/2014,48.5333,,,
09/01/2014,48.5333,,,
10/01/2014,48.5333,,,
11/01/2014,48.5333,,,
12/01/2014,48.5333,,,
13/01/2014,48.5333,,,
14/01/2014,48.5333,,,
15/01/2014,48.5333,,,
16/01/2014,48.5333,,,
17/01/2014,48.5333,,,
18/01/2014,48.5333,,,
19/01/2014,48.5333,,,
20/01/2014,48.5333,,,
21/01/2014,48.5333,,,
22/01/2014,48.5333,,,
23/01/2014,48.5333,,,
24/01/2014,48.5333,,,
25/01/2014,48.5333,,,
26/01/2014,48.5333,,,
27/01/2014,48.5333,,,
28/01/2014,48.5333,,,
29/01/2014,48.5333,,,
30/01/2014,48.5333,,,
31/01/2014,48.5333,,,
01/02/2014,44.8667,,,
02/02/2014,44.8667,,,
03/02/2014,44.8667,,,
04/02/2014,44.8667,,,
05/02/2014,44.8667,,,
06/02/2014,44.8667,,,
07/02/2014,44.8667,,,
08/02/2014,44.8667,,,
09/02/2014,44.8667,,,
10/02/2014,44.8667,,,
11/02/2014,44.8667,,,
12/02/2014,44.8667,,,
13/02/2014,44.8667,,,
14/02/2014,44.8667,,,
15/02/2014,44.8667,,,
16/02/2014,44.8667,,,
17/02/2014,44.8667,,,
18/02/2014,44.8667,,,
19/02/2014,44.8667,,,
20/02/2014,44.8667,,,
21/02/2014,44.8667,,,
22/02/2014,44.8667,,,
23/02/2014,44.8667,,,
24/02/2014,44.8667,,,
25/02/2014,44.8667,,,
26/02/2014,44.8667,,,
27/02/2014,44.8667,,,
28/02/2014,44.8667,,,
01/03/2014,33.9333,,,
02/03/2014,33.9333,,,
03/03/2014,33.9333,,,
04/03/2014,33.9333,,,
05/03/2014,33.9333,,,
06/03/2014,33.9333,,,
07/03/2014,33.9333,,,
08/03/2014,33.9333,,,
09/03/2014,33.9333,,,
10/03/2014,33.9333,,,
11/03/2014,33.9333,,,
12/03/2014,33.9333,,,
13/03/2014,33.9333,,,
14/03/2014,33.9333,,,
15/03/2014,33.9333,,,
16/03/2014,33.9333,,,
17/03/2014,33.9333,,,
18/03/2014,33.9333,,,
19/03/2014,33.9333,,,
20/03/2014,33.9333,,,
21/03/2014,33.9333,,,
22/03/2014,33.9333,,,
23/03/2014,33.9333,,,
24/03/2014,33.9333,,,
25/03/2014,33.9333,,,
26/03/2014,33.9333,,,
27/03/2014,33.9333,,,
28/03/2014,33.9333,,,
29/03/2014,33.9333,,,
30/03/2014,33.9333,,,
31/03/2014,33.9333,,,
01/04/2014,48.2,,,
02/04/2014,48.2,,,
03/04/2014,48.2,,,
04/04/2014,48.2,,,
05/04/2014,48.2,,,
06/04/2014,48.2,,,
07/04/2014,48.2,,,
08/04/2014,48.2,,,
09/04/2014,48.2,,,
10/04/2014,48.2,,,
11/04/2014,48.2,,,
12/04/2014,48.2,,,
13/04/2014,48.2,,,
14/04/2014,48.2,,,
15/04/2014,48.2,,,
16/04/2014,48.2,,,
17/04/2014,48.2,,,
18/04/2014,48.2,,,
19/04/2014,48.2,,,
20/04/2014,48.2,,,
21/04/2014,48.2,,,
22/04/2014,48.2,,,
23/04/2014,48.2,,,
24/04/2014,48.2,,,
25/04/2014,48.2,,,
26/04/2014,48.2,,,
27/04/2014,48.2,,,
28/04/2014,48.2,,,
29/04/2014,48.2,,,
30/04/2014,48.2,,,
01/05/2014,33,,,
02/05/2014,33,,,
03/05/2014,33,,,
04/05/2014,33,,,
05/05/2014,33,,,
06/05/2014,33,,,
07/05/2014,33,,,
08/05/2014,33,,,
09/05/2014,33,,,
10/05/2014,33,,,
11/05/2014,33,,,
12/05/2014,33,,,
13/05/2014,33,,,
14/05/2014,33,,,
15/05/2014,33,,,
16/05/2014,33,,,
17/05/2014,33,,,
18/05/2014,33,,,
19/05/2014,33,,,
20/05/2014,33,,,
21/05/2014,33,,,
22/05/2014,33,,,
23/05/2014,33,,,
24/05/2014,33,,,
25/05/2014,33,,,
26/05/2014,33,,,
27/05/2014,33,,,
28/05/2014,33,,,
29/05/2014,33,,,
30/05/2014,33,,,
31/05/2014,33,,,
01/06/2014,39.033,,,
02/06/2014,39.033,,,
03/06/2014,39.033,,,
04/06/2014,39.033,,,
05/06/2014,39.033,,,
06/06/2014,39.033,,,
07/06/2014,39.033,,,
08/06/2014,39.033,,,
09/06/2014,39.033,,,
10/06/2014,39.033,,,
11/06/2014,39.033,,,
12/06/2014,39.033,,,
13/06/2014,39.033,,,
14/06/2014,39.033,,,
15/06/2014,39.033,,,
16/06/2014,39.033,,,
17/06/2014,39.033,,,
18/06/2014,39.033,,,
19/06/2014,39.033,,,
20/06/2014,39.033,,,
21/06/2014,39.033,,,
22/06/2014,39.033,,,
23/06/2014,39.033,,,
24/06/2014,39.033,,,
25/06/2014,39.033,,,
26/06/2014,39.033,,,
27/06/2014,39.033,,,
28/06/2014,39.033,,,
29/06/2014,39.033,,,
30/06/2014,39.033,,,
01/07/2014,26.9,,,
02/07/2014,26.9,,,
03/07/2014,26.9,,,
04/07/2014,26.9,,,
05/07/2014,26.9,,,
06/07/2014,26.9,,,
07/07/2014,26.9,,,
08/07/2014,26.9,,,
09/07/2014,26.9,,,
10/07/2014,26.9,,,
11/07/2014,26.9,,,
12/07/2014,26.9,,,
13/07/2014,26.9,,,
14/07/2014,26.9,,,
15/07/2014,26.9,,,
16/07/2014,26.9,,,
17/07/2014,26.9,,,
18/07/2014,26.9,,,
19/07/2014,26.9,,,
20/07/2014,26.9,,,
21/07/2014,26.9,,,
22/07/2014,26.9,,,
23/07/2014,26.9,,,
24/07/2014,26.9,,,
25/07/2014,26.9,,,
26/07/2014,26.9,,,
27/07/2014,26.9,,,
28/07/2014,26.9,,,
29/07/2014,26.9,,,
30/07/2014,26.9,,,
31/07/2014,26.9,,,
01/08/2014,41.9,,,
02/08/2014,41.9,,,
03/08/2014,41.9,,,
04/08/2014,41.9,,,
05/08/2014,41.9,,,
06/08/2014,41.9,,,
07/08/2014,41.9,,,
08/08/2014,41.9,,,
09/08/2014,41.9,,,
10/08/2014,41.9,,,
11/08/2014,41.9,,,
12/08/2014,41.9,,,
13/08/2014,41.9,,,
14/08/2014,41.9,,,
15/08/2014,41.9,,,
16/08/2014,41.9,,,
17/08/2014,41.9,,,
18/08/2014,41.9,,,
19/08/2014,41.9,,,
20/08/2014,41.9,,,
21/08/2014,41.9,,,
22/08/2014,41.9,,,
23/08/2014,41.9,,,
24/08/2014,41.9,,,
25/08/2014,41.9,,,
26/08/2014,41.9,,,
27/08/2014,41.9,,,
28/08/2014,41.9,,,
29/08/2014,41.9,,,
30/08/2014,41.9,,,
31/08/2014,41.9,,,
01/09/2014,30.5667,,,
02/09/2014,30.5667,,,
03/09/2014,30.5667,,,
04/09/2014,30.5667,,,
05/09/2014,30.5667,,,
06/09/2014,30.5667,,,
07/09/2014,30.5667,,,
08/09/2014,30.5667,,,
09/09/2014,30.5667,,,
10/09/2014,30.5667,,,
11/09/2014,30.5667,,,
12/09/2014,30.5667,,,
13/09/2014,30.5667,,,
14/09/2014,30.5667,,,
15/09/2014,30.5667,,,
16/09/2014,30.5667,,,
17/09/2014,30.5667,,,
18/09/2014,30.5667,,,
19/09/2014,30.5667,,,
20/09/2014,30.5667,,,
21/09/2014,30.5667,,,
22/09/2014,30.5667,,,
23/09/2014,30.5667,,,
24/09/2014,30.5667,,,
25/09/2014,30.5667,,,
26/09/2014,30.5667,,,
27/09/2014,30.5667,,,
28/09/2014,30.5667,,,
29/09/2014,30.5667,,,
30/09/2014,30.5667,,,
01/10/2014,42.1333,,,
02/10/2014,42.1333,,,
03/10/2014,42.1333,,,
04/10/2014,42.1333,,,
05/10/2014,42.1333,,,
06/10/2014,42.1333,,,
07/10/2014,42.1333,,,
08/10/2014,42.1333,,,
09/10/2014,42.1333,,,
10/10/2014,42.1333,,,
11/10/2014,42.1333,,,
12/10/2014,42.1333,,,
13/10/2014,42.1333,,,
14/10/2014,42.1333,,,
15/10/2014,42.1333,,,
16/10/2014,42.1333,,,
17/10/2014,42.1333,,,
18/10/2014,42.1333,,,
19/10/2014,42.1333,,,
20/10/2014,42.1333,,,
21/10/2014,42.1333,,,
22/10/2014,42.1333,,,
23/10/2014,42.1333,,,
24/10/2014,42.1333,,,
25/10/2014,42.1333,,,
26/10/2014,42.1333,,,
27/10/2014,42.1333,,,
28/10/2014,42.1333,,,
29/10/2014,42.1333,,,
30/10/2014,42.1333,,,
31/10/2014,42.1333,,,
01/11/2014,39.3333,,,
02/11/2014,39.3333,,,
03/11/2014,39.3333,,,
04/11/2014,39.3333,,,
05/11/2014,39.3333,,,
06/11/2014,39.3333,,,
07/11/2014,39.3333,,,
08/11/2014,39.3333,,,
09/11/2014,39.3333,,,
10/11/2014,39.3333,,,
11/11/2014,39.3333,,,
12/11/2014,39.3333,,,
13/11/2014,39.3333,,,
14/11/2014,39.3333,,,
15/11/2014,39.3333,,,
16/11/2014,39.3333,,,
17/11/2014,39.3333,,,
18/11/2014,39.3333,,,
19/11/2014,39.3333,,,
20/11/2014,39.3333,,,
21/11/2014,39.3333,,,
22/11/2014,39.3333,,,
23/11/2014,39.3333,,,
24/11/2014,39.3333,,,
25/11/2014,39.3333,,,
26/11/2014,39.3333,,,
27/11/2014,39.3333,,,
28/11/2014,39.3333,,,
29/11/2014,39.3333,,,
30/11/2014,39.3333,,,
01/12/2014,39.4,,,
02/12/2014,39.4,,,
03/12/2014,39.4,,,
04/12/2014,39.4,,,
05/12/2014,39.4,,,
06/12/2014,39.4,,,
07/12/2014,39.4,,,
08/12/2014,39.4,,,
09/12/2014,39.4,,,
10/12/2014,39.4,,,
11/12/2014,39.4,,,
12/12/2014,39.4,,,
13/12/2014,39.4,,,
14/12/2014,39.4,,,
15/12/2014,39.4,,,
16/12/2014,39.4,,,
17/12/2014,39.4,,,
18/12/2014,39.4,,,
19/12/2014,39.4,,,
20/12/2014,39.4,,,
21/12/2014,39.4,,,
22/12/2014,39.4,,,
23/12/2014,39.4,,,
24/12/2014,39.4,,,
25/12/2014,39.4,,,
26/12/2014,39.4,,,
27/12/2014,39.4,,,
28/12/2014,39.4,,,
29/12/2014,39.4,,,
30/12/2014,39.4,,,
31/12/2014,39.4,,,
01/01/2015,38,,,
02/01/2015,38,,,
03/01/2015,38,,,
04/01/2015,38,,,
05/01/2015,38,,,
06/01/2015,38,,,
07/01/2015,38,,,
08/01/2015,38,,,
09/01/2015,38,,,
10/01/2015,38,,,
11/01/2015,38,,,
12/01/2015,38,,,
13/01/2015,38,,,
14/01/2015,38,,,
15/01/2015,38,,,
16/01/2015,38,,,
17/01/2015,38,,,
18/01/2015,38,,,
19/01/2015,38,,,
20/01/2015,38,,,
21/01/2015,38,,,
22/01/2015,38,,,
23/01/2015,38,,,
24/01/2015,38,,,
25/01/2015,38,,,
26/01/2015,38,,,
27/01/2015,38,,,
28/01/2015,38,,,
29/01/2015,38,,,
30/01/2015,38,,,
31/01/2015,38,,,
01/02/2015,38.7333,,,
02/02/2015,38.7333,,,
03/02/2015,38.7333,,,
04/02/2015,38.7333,,,
05/02/2015,38.7333,,,
06/02/2015,38.7333,,,
07/02/2015,38.7333,,,
08/02/2015,38.7333,,,
09/02/2015,38.7333,,,
10/02/2015,38.7333,,,
11/02/2015,38.7333,,,
12/02/2015,38.7333,,,
13/02/2015,38.7333,,,
14/02/2015,38.7333,,,
15/02/2015,38.7333,,,
16/02/2015,38.7333,,,
17/02/2015,38.7333,,,
18/02/2015,38.7333,,,
