ds,y
2015-10-12,186
2015-10-13,470
2015-10-14,153
2015-10-15,459
2015-10-16,193
2015-10-17,451
2015-10-18,499
2015-10-19,253
2015-10-20,299
2015-10-21,187
2015-10-22,311
2015-10-23,308
2015-10-24,181
2015-10-25,353
2015-10-26,431
2015-10-27,340
2015-10-28,449
2015-10-29,377
2015-10-30,170
2015-10-31,386
2015-11-01,427
2015-11-02,433
2015-11-03,431
2015-11-04,337
2015-11-05,312
2015-11-06,200
2015-11-07,445
2015-11-08,476
2015-11-09,360
2015-11-10,221
2015-11-11,333
2015-11-12,369
2015-11-13,449
2015-11-14,427
2015-11-15,424
2015-11-16,212
2015-11-17,126
2015-11-18,172
2015-11-19,352
2015-11-20,363
2015-11-21,345
2015-11-22,268
2015-11-23,389
2015-11-24,380
2015-11-25,486
2015-11-26,164
2015-11-27,151
2015-11-28,426
2015-11-29,318
2015-11-30,169
2015-12-01,192
2015-12-02,418
2015-12-03,389
2015-12-04,445
2015-12-05,226
2015-12-06,315
2015-12-07,181
2015-12-08,130
2015-12-09,356
2015-12-10,438
2015-12-11,311
2015-12-12,169
2015-12-13,123
2015-12-14,419
2015-12-15,470
2015-12-16,382
2015-12-17,477
2015-12-18,315
2015-12-19,128
2015-12-20,243
2015-12-21,245
2015-12-22,481
2015-12-23,191
2015-12-24,192
2015-12-25,482
2015-12-26,269
2015-12-27,292
2015-12-28,124
2015-12-29,391
2015-12-30,403
2015-12-31,350
2016-01-01,423
2016-01-02,126
2016-01-03,353
2016-01-04,431
2016-01-05,498
2016-01-06,323
2016-01-07,167
2016-01-08,403
2016-01-09,456
2016-01-10,478
2016-01-11,342
2016-01-12,448
2016-01-13,198
2016-01-14,197
2016-01-15,410
2016-01-16,232
2016-01-17,180
2016-01-18,232
2016-01-19,141
2016-01-20,222
2016-01-21,403
2016-01-22,156
2016-01-23,417
2016-01-24,476
2016-01-25,378
2016-01-26,117
2016-01-27,484
2016-01-28,254
2016-01-29,363
2016-01-30,409
2016-01-31,260
2016-02-01,405
2016-02-02,433
2016-02-03,161
2016-02-04,395
2016-02-05,216
2016-02-06,430
2016-02-07,277
2016-02-08,192
2016-02-09,209
2016-02-10,241
2016-02-11,410
2016-02-12,496
2016-02-13,178
2016-02-14,248
2016-02-15,190
2016-02-16,268
2016-02-17,230
2016-02-18,345
2016-02-19,447
2016-02-20,339
2016-02-21,273
2016-02-22,398
2016-02-23,111
2016-02-24,403
2016-02-25,186
2016-02-26,330
2016-02-27,223
2016-02-28,188
2016-02-29,500
2016-03-01,117
2016-03-02,163
2016-03-03,346
2016-03-04,399
2016-03-05,154
2016-03-06,211
2016-03-07,156
2016-03-08,157
2016-03-09,240
2016-03-10,177
2016-03-11,287
2016-03-12,465
2016-03-13,490
2016-03-14,283
2016-03-15,164
2016-03-16,143
2016-03-17,409
2016-03-18,119
2016-03-19,415
2016-03-20,444
2016-03-21,281
2016-03-22,240
2016-03-23,388
2016-03-24,217
2016-03-25,420
2016-03-26,254
2016-03-27,476
2016-03-28,456
2016-03-29,111
2016-03-30,304
2016-03-31,165
2016-04-01,269
2016-04-02,196
2016-04-03,340
2016-04-04,290
2016-04-05,248
2016-04-06,386
2016-04-07,227
2016-04-08,342
2016-04-09,427
2016-04-10,244
2016-04-11,355
2016-04-12,424
2016-04-13,200
2016-04-14,141
2016-04-15,469
2016-04-16,287
2016-04-17,378
2016-04-18,475
2016-04-19,258
2016-04-20,480
2016-04-21,227
2016-04-22,468
2016-04-23,126
2016-04-24,223
2016-04-25,129
2016-04-26,426
2016-04-27,431
2016-04-28,177
2016-04-29,161
2016-04-30,270
2016-05-01,149
2016-05-02,228
2016-05-03,181
2016-05-04,294
2016-05-05,340
2016-05-06,460
2016-05-07,168
2016-05-08,382
2016-05-09,152
2016-05-10,258
2016-05-11,446
2016-05-12,198
2016-05-13,429
2016-05-14,182
2016-05-15,172
2016-05-16,399
2016-05-17,481
2016-05-18,490
2016-05-19,203
2016-05-20,339
2016-05-21,391
2016-05-22,275
2016-05-23,420
2016-05-24,286
2016-05-25,138
2016-05-26,376
2016-05-27,362
2016-05-28,165
2016-05-29,241
2016-05-30,218
2016-05-31,365
2016-06-01,496
2016-06-02,183
2016-06-03,245
2016-06-04,483
2016-06-05,140
2016-06-06,448
2016-06-07,198
2016-06-08,275
2016-06-09,362
2016-06-10,117
2016-06-11,306
2016-06-12,473
2016-06-13,112
2016-06-14,227
2016-06-15,141
2016-06-16,342
2016-06-17,472
2016-06-18,361
2016-06-19,325
2016-06-20,400
2016-06-21,116
2016-06-22,434
2016-06-23,361
2016-06-24,451
2016-06-25,197
2016-06-26,308
2016-06-27,154
2016-06-28,453
2016-06-29,175
2016-06-30,237
2016-07-01,175
2016-07-02,307
2016-07-03,134
2016-07-04,357
2016-07-05,165
2016-07-06,385
2016-07-07,462
2016-07-08,391
2016-07-09,394
2016-07-10,176
2016-07-11,473
2016-07-12,417
2016-07-13,473
2016-07-14,471
2016-07-15,293
2016-07-16,104
2016-07-17,335
2016-07-18,319
2016-07-19,289
2016-07-20,163
2016-07-21,352
2016-07-22,108
2016-07-23,210
2016-07-24,473
2016-07-25,497
2016-07-26,282
2016-07-27,237
2016-07-28,134
2016-07-29,293
2016-07-30,481
2016-07-31,316
2016-08-01,473
2016-08-02,250
2016-08-03,154
2016-08-04,141
2016-08-05,219
2016-08-06,188
2016-08-07,141
2016-08-08,150
2016-08-09,307
2016-08-10,254
2016-08-11,181
2016-08-12,185
2016-08-13,353
2016-08-14,188
2016-08-15,435
2016-08-16,357
2016-08-17,145
2016-08-18,106
2016-08-19,308
2016-08-20,272
2016-08-21,358
2016-08-22,235
2016-08-23,259
2016-08-24,414
2016-08-25,188
2016-08-26,470
2016-08-27,326
2016-08-28,152
2016-08-29,315
2016-08-30,353
2016-08-31,153
2016-09-01,225
2016-09-02,455
2016-09-03,432
2016-09-04,289
2016-09-05,100
2016-09-06,306
2016-09-07,266
2016-09-08,242
2016-09-09,425
2016-09-10,136
2016-09-11,470
2016-09-12,446
2016-09-13,261
2016-09-14,112
2016-09-15,126
2016-09-16,194
2016-09-17,278
2016-09-18,223
2016-09-19,487
2016-09-20,334
2016-09-21,173
2016-09-22,421
2016-09-23,175
2016-09-24,336
2016-09-25,235
2016-09-26,266
2016-09-27,463
2016-09-28,244
2016-09-29,273
2016-09-30,439
2016-10-01,247
2016-10-02,117
2016-10-03,409
2016-10-04,333
2016-10-05,360
2016-10-06,213
2016-10-07,172
2016-10-08,435
2016-10-09,478
2016-10-10,223
2016-10-11,419
2016-10-12,131
2016-10-13,326
2016-10-14,432
2016-10-15,349
2016-10-16,102
2016-10-17,104
2016-10-18,123
2016-10-19,404
2016-10-20,440
2016-10-21,396
2016-10-22,431
2016-10-23,381
2016-10-24,302
2016-10-25,267
2016-10-26,432
2016-10-27,155
2016-10-28,324
2016-10-29,436
2016-10-30,333
2016-10-31,345
2016-11-01,331
2016-11-02,452
2016-11-03,275
2016-11-04,148
2016-11-05,369
2016-11-06,146
2016-11-07,179
2016-11-08,274
2016-11-09,117
2016-11-10,469
2016-11-11,201
2016-11-12,443
2016-11-13,203
2016-11-14,249
2016-11-15,454
2016-11-16,495
2016-11-17,222
2016-11-18,431
2016-11-19,335
2016-11-20,315
2016-11-21,442
2016-11-22,110
2016-11-23,216
2016-11-24,250
2016-11-25,248
2016-11-26,474
2016-11-27,271
2016-11-28,395
2016-11-29,432
2016-11-30,362
2016-12-01,316
2016-12-02,183
2016-12-03,306
2016-12-04,382
2016-12-05,428
2016-12-06,202
2016-12-07,265
2016-12-08,177
2016-12-09,132
2016-12-10,333
2016-12-11,331
2016-12-12,493
2016-12-13,329
2016-12-14,245
2016-12-15,438
2016-12-16,365
2016-12-17,147
2016-12-18,402
2016-12-19,432
2016-12-20,306
2016-12-21,349
2016-12-22,268
2016-12-23,246
2016-12-24,268
2016-12-25,228
2016-12-26,466
2016-12-27,446
2016-12-28,342
2016-12-29,146
2016-12-30,432
2016-12-31,426
2017-01-01,227
2017-01-02,105
2017-01-03,156
2017-01-04,434
2017-01-05,105
2017-01-06,421
2017-01-07,398
2017-01-08,308
2017-01-09,204
2017-01-10,293
2017-01-11,370
2017-01-12,433
2017-01-13,353
2017-01-14,270
2017-01-15,197
2017-01-16,320
2017-01-17,233
2017-01-18,473
2017-01-19,402
2017-01-20,410
2017-01-21,253
2017-01-22,289
2017-01-23,400
2017-01-24,214
2017-01-25,381
2017-01-26,178
2017-01-27,165
2017-01-28,140
2017-01-29,206
2017-01-30,400
2017-01-31,282
2017-02-01,139
2017-02-02,110
2017-02-03,301
2017-02-04,396
2017-02-05,463
2017-02-06,103
2017-02-07,253
2017-02-08,434
2017-02-09,452
2017-02-10,150
2017-02-11,121
2017-02-12,394
2017-02-13,309
2017-02-14,440
2017-02-15,359
2017-02-16,420
2017-02-17,360
2017-02-18,320
2017-02-19,467
2017-02-20,197
2017-02-21,150
2017-02-22,198
2017-02-23,164
2017-02-24,180
2017-02-25,357
2017-02-26,103
2017-02-27,472
2017-02-28,206
2017-03-01,235
2017-03-02,375
2017-03-03,151
2017-03-04,344
2017-03-05,260
2017-03-06,226
2017-03-07,231
2017-03-08,376
2017-03-09,477
2017-03-10,475
2017-03-11,354
2017-03-12,141
2017-03-13,138
2017-03-14,131
2017-03-15,392
2017-03-16,406
2017-03-17,293
2017-03-18,320
2017-03-19,310
2017-03-20,343
2017-03-21,354
2017-03-22,199
2017-03-23,414
2017-03-24,193
2017-03-25,404
2017-03-26,122
2017-03-27,336
2017-03-28,265
2017-03-29,147
2017-03-30,291
2017-03-31,420
2017-04-01,221
2017-04-02,254
2017-04-03,420
2017-04-04,409
2017-04-05,463
2017-04-06,371
2017-04-07,283
2017-04-08,387
2017-04-09,459
2017-04-10,500
2017-04-11,233
2017-04-12,188
2017-04-13,459
2017-04-14,397
2017-04-15,426
2017-04-16,405
2017-04-17,133
2017-04-18,482
2017-04-19,328
2017-04-20,468
2017-04-21,108
2017-04-22,306
2017-04-23,148
2017-04-24,455
2017-04-25,122
2017-04-26,372
2017-04-27,138
2017-04-28,489
2017-04-29,483
2017-04-30,194
2017-05-01,130
2017-05-02,182
2017-05-03,116
2017-05-04,409
2017-05-05,448
2017-05-06,318
2017-05-07,237
2017-05-08,198
2017-05-09,305
2017-05-10,288
2017-05-11,163
2017-05-12,404
2017-05-13,452
2017-05-14,435
2017-05-15,264
2017-05-16,363
2017-05-17,273
2017-05-18,375
2017-05-19,168
2017-05-20,491
2017-05-21,352
2017-05-22,307
2017-05-23,303
2017-05-24,236
2017-05-25,406
2017-05-26,151
2017-05-27,326
2017-05-28,326
2017-05-29,470
2017-05-30,324
2017-05-31,261
2017-06-01,222
2017-06-02,476
2017-06-03,440
2017-06-04,329
2017-06-05,325
2017-06-06,355
2017-06-07,284
2017-06-08,341
2017-06-09,399
2017-06-10,186
2017-06-11,345
2017-06-12,149
2017-06-13,172
2017-06-14,229
2017-06-15,134
2017-06-16,429
2017-06-17,307
2017-06-18,293
2017-06-19,492
2017-06-20,481
2017-06-21,165
2017-06-22,486
2017-06-23,341
2017-06-24,293
2017-06-25,496
2017-06-26,369
2017-06-27,470
2017-06-28,190
2017-06-29,193
2017-06-30,221
2017-07-01,276
2017-07-02,261
2017-07-03,201
2017-07-04,355
2017-07-05,174
2017-07-06,431
2017-07-07,266
2017-07-08,472
2017-07-09,164
2017-07-10,140
2017-07-11,253
2017-07-12,333
2017-07-13,367
2017-07-14,204
2017-07-15,488
2017-07-16,459
2017-07-17,175
2017-07-18,201
2017-07-19,339
2017-07-20,399
2017-07-21,366
2017-07-22,368
2017-07-23,169
2017-07-24,213
2017-07-25,291
2017-07-26,210
2017-07-27,357
2017-07-28,373
2017-07-29,277
2017-07-30,359
2017-07-31,480
2017-08-01,467
2017-08-02,189
2017-08-03,494
2017-08-04,234
2017-08-05,473
2017-08-06,320
2017-08-07,185
2017-08-08,383
2017-08-09,414
2017-08-10,177
2017-08-11,287
2017-08-12,283
2017-08-13,197
2017-08-14,158
2017-08-15,263
2017-08-16,389
2017-08-17,300
2017-08-18,346
2017-08-19,112
2017-08-20,378
2017-08-21,147
2017-08-22,451
2017-08-23,100
2017-08-24,309
2017-08-25,244
2017-08-26,123
2017-08-27,141
2017-08-28,130
2017-08-29,116
2017-08-30,321
2017-08-31,284
2017-09-01,360
2017-09-02,148
2017-09-03,348
2017-09-04,196
2017-09-05,316
2017-09-06,498
2017-09-07,421
2017-09-08,133
2017-09-09,497
2017-09-10,113
2017-09-11,104
2017-09-12,129
2017-09-13,234
2017-09-14,282
2017-09-15,399
2017-09-16,165
2017-09-17,399
2017-09-18,365
2017-09-19,357
2017-09-20,185
2017-09-21,150
2017-09-22,202
2017-09-23,493
2017-09-24,337
2017-09-25,463
2017-09-26,437
2017-09-27,251
2017-09-28,379
2017-09-29,200
2017-09-30,366
2017-10-01,203
2017-10-02,241
2017-10-03,366
2017-10-04,166
2017-10-05,325
2017-10-06,491
2017-10-07,232
2017-10-08,499
2017-10-09,387
2017-10-10,497
2017-10-11,255
2017-10-12,409
2017-10-13,307
2017-10-14,288
2017-10-15,335
2017-10-16,299
2017-10-17,273
2017-10-18,291
2017-10-19,390
2017-10-20,157
2017-10-21,422
2017-10-22,484
2017-10-23,130
2017-10-24,185
2017-10-25,255
2017-10-26,362
2017-10-27,152
2017-10-28,450
2017-10-29,468
2017-10-30,151
2017-10-31,384
2017-11-01,492
2017-11-02,234
2017-11-03,326
2017-11-04,143
2017-11-05,437
2017-11-06,432
2017-11-07,483
2017-11-08,111
2017-11-09,491
2017-11-10,147
2017-11-11,179
2017-11-12,414
2017-11-13,175
2017-11-14,362
2017-11-15,369
2017-11-16,153
2017-11-17,269
2017-11-18,167
2017-11-19,482
2017-11-20,248
2017-11-21,235
2017-11-22,398
2017-11-23,202
2017-11-24,434
2017-11-25,258
2017-11-26,495
2017-11-27,288
2017-11-28,336
2017-11-29,382
2017-11-30,140
2017-12-01,302
2017-12-02,136
2017-12-03,187
2017-12-04,156
2017-12-05,134
2017-12-06,204
2017-12-07,171
2017-12-08,285
2017-12-09,433
2017-12-10,357
2017-12-11,176
2017-12-12,163
2017-12-13,480
2017-12-14,330
2017-12-15,315
2017-12-16,390
2017-12-17,405
2017-12-18,125
2017-12-19,393
2017-12-20,212
2017-12-21,328
2017-12-22,445
2017-12-23,141
2017-12-24,300
2017-12-25,272
2017-12-26,336
2017-12-27,143
2017-12-28,432
2017-12-29,133
2017-12-30,159
2017-12-31,232
