ds, y 
29/04/2014,48
30/04/2014,48
01/05/2014,33
02/05/2014,33
03/05/2014,33
04/05/2014,33
05/05/2014,33
06/05/2014,33
07/05/2014,33
08/05/2014,33
09/05/2014,33
10/05/2014,33
11/05/2014,33
12/05/2014,33
13/05/2014,33
14/05/2014,33
15/05/2014,33
16/05/2014,33
17/05/2014,33
18/05/2014,33
19/05/2014,33
20/05/2014,33
21/05/2014,33
22/05/2014,33
23/05/2014,33
24/05/2014,33
25/05/2014,33
26/05/2014,33
27/05/2014,33
28/05/2014,33
29/05/2014,33
30/05/2014,33
31/05/2014,33
01/06/2014,39
02/06/2014,39
03/06/2014,39
04/06/2014,39
05/06/2014,39
06/06/2014,39
07/06/2014,39
08/06/2014,39
09/06/2014,39
10/06/2014,39
11/06/2014,39
12/06/2014,39
13/06/2014,39
14/06/2014,39
15/06/2014,39
16/06/2014,39
17/06/2014,39
18/06/2014,39
19/06/2014,39
20/06/2014,39
21/06/2014,39
22/06/2014,39
23/06/2014,39
24/06/2014,39
25/06/2014,39
26/06/2014,39
27/06/2014,39
28/06/2014,39
29/06/2014,39
30/06/2014,39
01/07/2014,27
02/07/2014,27
03/07/2014,27
04/07/2014,27
05/07/2014,27
06/07/2014,27
07/07/2014,27
08/07/2014,27
09/07/2014,27
10/07/2014,27
11/07/2014,27
12/07/2014,27
13/07/2014,27
14/07/2014,27
15/07/2014,27
16/07/2014,27
17/07/2014,27
18/07/2014,27
19/07/2014,27
20/07/2014,27
21/07/2014,27
22/07/2014,27
23/07/2014,27
24/07/2014,27
25/07/2014,27
26/07/2014,27
27/07/2014,27
28/07/2014,27
29/07/2014,27
30/07/2014,27
31/07/2014,27
01/08/2014,42
02/08/2014,42
03/08/2014,42
04/08/2014,42
05/08/2014,42
06/08/2014,42
07/08/2014,42
08/08/2014,42
09/08/2014,42
10/08/2014,42
11/08/2014,42
12/08/2014,42
13/08/2014,42
14/08/2014,42
15/08/2014,42
16/08/2014,42
17/08/2014,42
18/08/2014,42
19/08/2014,42
20/08/2014,42
21/08/2014,42
22/08/2014,42
23/08/2014,42
24/08/2014,42
25/08/2014,42
26/08/2014,42
27/08/2014,42
28/08/2014,42
29/08/2014,42
30/08/2014,42
31/08/2014,42
01/09/2014,31
02/09/2014,31
03/09/2014,31
04/09/2014,31
05/09/2014,31
06/09/2014,31
07/09/2014,31
08/09/2014,31
09/09/2014,31
10/09/2014,31
11/09/2014,31
12/09/2014,31
13/09/2014,31
14/09/2014,31
15/09/2014,31
16/09/2014,31
17/09/2014,31
18/09/2014,31
19/09/2014,31
20/09/2014,31
21/09/2014,31
22/09/2014,31
23/09/2014,31
24/09/2014,31
25/09/2014,31
26/09/2014,31
27/09/2014,31
28/09/2014,31
29/09/2014,31
30/09/2014,31
01/10/2014,42
02/10/2014,42
03/10/2014,42
04/10/2014,42
05/10/2014,42
06/10/2014,42
07/10/2014,42
08/10/2014,42
09/10/2014,42
10/10/2014,42
11/10/2014,42
12/10/2014,42
13/10/2014,42
14/10/2014,42
15/10/2014,42
16/10/2014,42
17/10/2014,42
18/10/2014,42
19/10/2014,42
20/10/2014,42
21/10/2014,42
22/10/2014,42
23/10/2014,42
24/10/2014,42
25/10/2014,42
26/10/2014,42
27/10/2014,42
28/10/2014,42
29/10/2014,42
30/10/2014,42
31/10/2014,42
01/11/2014,39
02/11/2014,39
03/11/2014,39
04/11/2014,39
05/11/2014,39
06/11/2014,39
07/11/2014,39
08/11/2014,39
09/11/2014,39
10/11/2014,39
11/11/2014,39
12/11/2014,39
13/11/2014,39
14/11/2014,39
15/11/2014,39
16/11/2014,39
17/11/2014,39
18/11/2014,39
19/11/2014,39
20/11/2014,39
21/11/2014,39
22/11/2014,39
23/11/2014,39
24/11/2014,39
25/11/2014,39
26/11/2014,39
27/11/2014,39
28/11/2014,39
29/11/2014,39
30/11/2014,39
01/12/2014,39
02/12/2014,39
03/12/2014,39
04/12/2014,39
05/12/2014,39
06/12/2014,39
07/12/2014,39
08/12/2014,39
09/12/2014,39
10/12/2014,39
11/12/2014,39
12/12/2014,39
13/12/2014,39
14/12/2014,39
15/12/2014,39
16/12/2014,39
17/12/2014,39
18/12/2014,39
19/12/2014,39
20/12/2014,39
21/12/2014,39
22/12/2014,39
23/12/2014,39
24/12/2014,39
25/12/2014,39
26/12/2014,39
27/12/2014,39
28/12/2014,39
29/12/2014,39
30/12/2014,39
31/12/2014,39
01/01/2015,38
02/01/2015,38
03/01/2015,38
04/01/2015,38
05/01/2015,38
06/01/2015,38
07/01/2015,38
08/01/2015,38
09/01/2015,38
10/01/2015,38
11/01/2015,38
12/01/2015,38
13/01/2015,38
14/01/2015,38
15/01/2015,38
16/01/2015,38
17/01/2015,38
18/01/2015,38
19/01/2015,38
20/01/2015,38
21/01/2015,38
22/01/2015,38
23/01/2015,38
24/01/2015,38
25/01/2015,38
26/01/2015,38
27/01/2015,38
28/01/2015,38
29/01/2015,38
30/01/2015,38
31/01/2015,38
01/02/2015,39
02/02/2015,39
03/02/2015,39
04/02/2015,39
05/02/2015,39
06/02/2015,39
07/02/2015,39
08/02/2015,39
09/02/2015,39
10/02/2015,39
11/02/2015,39
12/02/2015,39
13/02/2015,39
14/02/2015,39
15/02/2015,39
16/02/2015,39
17/02/2015,39
18/02/2015,39
19/02/2015,39
20/02/2015,39
21/02/2015,39
22/02/2015,39
23/02/2015,39
24/02/2015,39
25/02/2015,39
26/02/2015,39
27/02/2015,39
28/02/2015,39
01/03/2015,53
02/03/2015,53
03/03/2015,53
04/03/2015,53
05/03/2015,53
06/03/2015,53
07/03/2015,53
08/03/2015,53
09/03/2015,53
10/03/2015,53
11/03/2015,53
12/03/2015,53
13/03/2015,53
14/03/2015,53
15/03/2015,53
16/03/2015,53
17/03/2015,53
18/03/2015,53
19/03/2015,53
20/03/2015,53
21/03/2015,53
22/03/2015,53
23/03/2015,53
24/03/2015,53
25/03/2015,53
26/03/2015,53
27/03/2015,53
28/03/2015,53
29/03/2015,53
30/03/2015,53
31/03/2015,53
01/04/2015,30
02/04/2015,30
03/04/2015,30
04/04/2015,30
05/04/2015,30
06/04/2015,30
07/04/2015,30
08/04/2015,30
09/04/2015,30
10/04/2015,30
11/04/2015,30
12/04/2015,30
13/04/2015,30
14/04/2015,30
15/04/2015,30
16/04/2015,30
17/04/2015,30
18/04/2015,30
19/04/2015,30
20/04/2015,30
21/04/2015,30
22/04/2015,30
23/04/2015,30
24/04/2015,30
25/04/2015,30
26/04/2015,30
27/04/2015,30
28/04/2015,30
29/04/2015,30
30/04/2015,30
01/05/2015,45
02/05/2015,45
03/05/2015,45
04/05/2015,45
05/05/2015,45
06/05/2015,45
07/05/2015,45
08/05/2015,45
09/05/2015,45
10/05/2015,45
11/05/2015,45
12/05/2015,45
13/05/2015,45
14/05/2015,45
15/05/2015,45
16/05/2015,45
17/05/2015,45
18/05/2015,45
19/05/2015,45
20/05/2015,45
21/05/2015,45
22/05/2015,45
23/05/2015,45
24/05/2015,45
25/05/2015,45
26/05/2015,45
27/05/2015,45
28/05/2015,45
29/05/2015,45
30/05/2015,45
31/05/2015,45
01/06/2015,36
02/06/2015,36
03/06/2015,36
04/06/2015,36
05/06/2015,36
06/06/2015,36
07/06/2015,36
08/06/2015,36
09/06/2015,36
10/06/2015,36
11/06/2015,36
12/06/2015,36
13/06/2015,36
14/06/2015,36
15/06/2015,36
16/06/2015,36
17/06/2015,36
18/06/2015,36
19/06/2015,36
20/06/2015,36
21/06/2015,36
22/06/2015,36
23/06/2015,36
24/06/2015,36
25/06/2015,36
26/06/2015,36
27/06/2015,36
28/06/2015,36
29/06/2015,36
30/06/2015,36
01/07/2015,32
02/07/2015,32
03/07/2015,32
04/07/2015,32
05/07/2015,32
06/07/2015,32
07/07/2015,32
08/07/2015,32
09/07/2015,32
10/07/2015,32
11/07/2015,32
12/07/2015,32
13/07/2015,32
14/07/2015,32
15/07/2015,32
16/07/2015,32
17/07/2015,32
18/07/2015,32
19/07/2015,32
20/07/2015,32
21/07/2015,32
22/07/2015,32
23/07/2015,32
24/07/2015,32
25/07/2015,32
26/07/2015,32
27/07/2015,32
28/07/2015,32
29/07/2015,32
30/07/2015,32
31/07/2015,32
01/08/2015,43
02/08/2015,43
03/08/2015,43
04/08/2015,43
05/08/2015,43
06/08/2015,43
07/08/2015,43
08/08/2015,43
09/08/2015,43
10/08/2015,43
11/08/2015,43
12/08/2015,43
13/08/2015,43
14/08/2015,43
15/08/2015,43
16/08/2015,43
17/08/2015,43
18/08/2015,43
19/08/2015,43
20/08/2015,43
21/08/2015,43
22/08/2015,43
23/08/2015,43
24/08/2015,43
25/08/2015,43
26/08/2015,43
27/08/2015,43
28/08/2015,43
29/08/2015,43
30/08/2015,43
31/08/2015,43
01/09/2015,42
02/09/2015,42
03/09/2015,42
04/09/2015,42
05/09/2015,42
06/09/2015,42
07/09/2015,42
08/09/2015,42
09/09/2015,42
10/09/2015,42
11/09/2015,42
12/09/2015,42
13/09/2015,42
14/09/2015,42
15/09/2015,42
16/09/2015,42
17/09/2015,42
18/09/2015,42
19/09/2015,42
20/09/2015,42
21/09/2015,42
22/09/2015,42
23/09/2015,42
24/09/2015,42
25/09/2015,42
26/09/2015,42
27/09/2015,42
28/09/2015,42
29/09/2015,42
30/09/2015,42
01/10/2015,45
02/10/2015,45
03/10/2015,45
04/10/2015,45
05/10/2015,45
06/10/2015,45
07/10/2015,45
08/10/2015,45
09/10/2015,45
10/10/2015,45
11/10/2015,45
12/10/2015,45
13/10/2015,45
14/10/2015,45
15/10/2015,45
16/10/2015,45
17/10/2015,45
18/10/2015,45
19/10/2015,45
20/10/2015,45
21/10/2015,45
22/10/2015,45
23/10/2015,45
24/10/2015,45
25/10/2015,45
26/10/2015,45
27/10/2015,45
28/10/2015,45
29/10/2015,45
30/10/2015,45
31/10/2015,45
01/11/2015,47
02/11/2015,47
03/11/2015,47
04/11/2015,47
05/11/2015,47
06/11/2015,47
07/11/2015,47
08/11/2015,47
09/11/2015,47
10/11/2015,47
11/11/2015,47
12/11/2015,47
13/11/2015,47
14/11/2015,47
15/11/2015,47
16/11/2015,47
17/11/2015,47
18/11/2015,47
19/11/2015,47
20/11/2015,47
21/11/2015,47
22/11/2015,47
23/11/2015,47
24/11/2015,47
25/11/2015,47
26/11/2015,47
27/11/2015,47
28/11/2015,47
29/11/2015,47
30/11/2015,47
01/12/2015,56
02/12/2015,56
03/12/2015,56
04/12/2015,56
05/12/2015,56
06/12/2015,56
07/12/2015,56
08/12/2015,56
09/12/2015,56
10/12/2015,56
11/12/2015,56
12/12/2015,56
13/12/2015,56
14/12/2015,56
15/12/2015,56
16/12/2015,56
17/12/2015,56
18/12/2015,56
19/12/2015,56
20/12/2015,56
21/12/2015,56
22/12/2015,56
23/12/2015,56
24/12/2015,56
25/12/2015,56
26/12/2015,56
27/12/2015,56
28/12/2015,56
29/12/2015,56
30/12/2015,56
31/12/2015,56
01/01/2016,34
02/01/2016,34
03/01/2016,34
04/01/2016,34
05/01/2016,34
06/01/2016,34
07/01/2016,34
08/01/2016,34
09/01/2016,34
10/01/2016,34
11/01/2016,34
12/01/2016,34
13/01/2016,34
14/01/2016,34
15/01/2016,34
16/01/2016,34
17/01/2016,34
18/01/2016,34
19/01/2016,34
20/01/2016,34
21/01/2016,34
22/01/2016,34
23/01/2016,34
24/01/2016,34
25/01/2016,34
26/01/2016,34
27/01/2016,34
28/01/2016,34
29/01/2016,34
30/01/2016,34
31/01/2016,34
01/02/2016,38
02/02/2016,38
03/02/2016,38
04/02/2016,38
05/02/2016,38
06/02/2016,38
07/02/2016,38
08/02/2016,38
09/02/2016,38
10/02/2016,38
11/02/2016,38
12/02/2016,38
13/02/2016,38
14/02/2016,38
15/02/2016,38
16/02/2016,38
17/02/2016,38
18/02/2016,38
19/02/2016,38
20/02/2016,38
21/02/2016,38
22/02/2016,38
23/02/2016,38
24/02/2016,38
25/02/2016,38
26/02/2016,38
27/02/2016,38
28/02/2016,38
29/02/2016,38
01/03/2016,54
02/03/2016,54
03/03/2016,54
04/03/2016,54
05/03/2016,54
06/03/2016,54
07/03/2016,54
08/03/2016,54
09/03/2016,54
10/03/2016,54
11/03/2016,54
12/03/2016,54
13/03/2016,54
14/03/2016,54
15/03/2016,54
16/03/2016,54
17/03/2016,54
18/03/2016,54
19/03/2016,54
20/03/2016,54
21/03/2016,54
22/03/2016,54
23/03/2016,54
24/03/2016,54
25/03/2016,54
26/03/2016,54
27/03/2016,54
28/03/2016,54
29/03/2016,54
30/03/2016,54
31/03/2016,54
01/04/2016,51
02/04/2016,51
03/04/2016,51
04/04/2016,51
05/04/2016,51
06/04/2016,51
07/04/2016,51
08/04/2016,51
09/04/2016,51
10/04/2016,51
11/04/2016,51
12/04/2016,51
13/04/2016,51
14/04/2016,51
15/04/2016,51
16/04/2016,51
17/04/2016,51
18/04/2016,51
19/04/2016,51
20/04/2016,51
21/04/2016,51
22/04/2016,51
23/04/2016,51
24/04/2016,51
25/04/2016,51
26/04/2016,51
27/04/2016,51
28/04/2016,51
29/04/2016,51
30/04/2016,51
01/05/2016,53
02/05/2016,53
03/05/2016,53
04/05/2016,53
05/05/2016,53
06/05/2016,53
07/05/2016,53
08/05/2016,53
09/05/2016,53
10/05/2016,53
11/05/2016,53
12/05/2016,53
13/05/2016,53
14/05/2016,53
15/05/2016,53
16/05/2016,53
17/05/2016,53
18/05/2016,53
19/05/2016,53
20/05/2016,53
21/05/2016,53
22/05/2016,53
23/05/2016,53
24/05/2016,53
25/05/2016,53
26/05/2016,53
27/05/2016,53
28/05/2016,53
29/05/2016,53
30/05/2016,53
31/05/2016,53
01/06/2016,53
02/06/2016,53
03/06/2016,53
04/06/2016,53
05/06/2016,53
06/06/2016,53
07/06/2016,53
08/06/2016,53
09/06/2016,53
10/06/2016,53
11/06/2016,53
12/06/2016,53
13/06/2016,53
14/06/2016,53
15/06/2016,53
16/06/2016,53
17/06/2016,53
18/06/2016,53
19/06/2016,53
20/06/2016,53
21/06/2016,53
22/06/2016,53
23/06/2016,53
24/06/2016,53
25/06/2016,53
26/06/2016,53
27/06/2016,53
28/06/2016,53
29/06/2016,53
30/06/2016,53
01/07/2016,38
02/07/2016,38
03/07/2016,38
04/07/2016,38
05/07/2016,38
06/07/2016,38
07/07/2016,38
08/07/2016,38
09/07/2016,38
10/07/2016,38
11/07/2016,38
12/07/2016,38
13/07/2016,38
14/07/2016,38
15/07/2016,38
16/07/2016,38
17/07/2016,38
18/07/2016,38
19/07/2016,38
20/07/2016,38
21/07/2016,38
22/07/2016,38
23/07/2016,38
24/07/2016,38
25/07/2016,38
26/07/2016,38
27/07/2016,38
28/07/2016,38
29/07/2016,38
30/07/2016,38
31/07/2016,38
01/08/2016,35
02/08/2016,35
03/08/2016,35
04/08/2016,35
05/08/2016,35
06/08/2016,35
07/08/2016,35
08/08/2016,35
09/08/2016,35
10/08/2016,35
11/08/2016,35
12/08/2016,35
13/08/2016,35
14/08/2016,35
15/08/2016,35
16/08/2016,35
17/08/2016,35
18/08/2016,35
19/08/2016,35
20/08/2016,35
21/08/2016,35
22/08/2016,35
23/08/2016,35
24/08/2016,35
25/08/2016,35
26/08/2016,35
27/08/2016,35
28/08/2016,35
29/08/2016,35
30/08/2016,35
31/08/2016,35
01/09/2016,38
02/09/2016,38
03/09/2016,38
04/09/2016,38
05/09/2016,38
06/09/2016,38
07/09/2016,38
08/09/2016,38
09/09/2016,38
10/09/2016,38
11/09/2016,38
12/09/2016,38
13/09/2016,38
14/09/2016,38
15/09/2016,38
16/09/2016,38
17/09/2016,38
18/09/2016,38
19/09/2016,38
20/09/2016,38
21/09/2016,38
22/09/2016,38
23/09/2016,38
24/09/2016,38
25/09/2016,38
26/09/2016,38
27/09/2016,38
28/09/2016,38
29/09/2016,38
30/09/2016,38
01/10/2016,40
